CLID	FL1_NR	FL1.2_NR	FL10_NR	FL11b_CR	FL12_NR	FL13_NR	FL13.2_NR	FL14_NR	FL15_PR	FL16_PR	FL2_PR	FL3b_NR	FL4_CR	FL5b_CR	FL6_CR	FL6.2b_CR	FL7b_PR	FL8_PR	FL8.2_PR	FL9_NR	Spleen2	Spleen1	Tonsil2	Tonsil1
IMAGE:306013	-0.168		0.242		-0.639	0.524	0.018	0.178	1.238	0.571	0.791	0.373	-0.282	-0.574	-0.107	0.66	-0.23	0.181	0.032	-0.017	-1.352	-3.259	-0.235	-0.474
IMAGE:753248	0.294	-0.038	-0.304		1.106	-1.265	0.044	0.953	-0.68	-0.524	-0.189	0.048	-0.538	-0.489	-0.354	0.245	0	-0.63	0.039	0.015	1.73	1.134	-0.074	0.037
IMAGE:212772	0.426	-0.089		0.94	-0.259	-0.607	-0.681		0.92			-1.798	1.07	1.425	0.27	-0.427	-0.101	0.742	0.456	0.089	-0.623	-2.376	-0.276	0.292
IMAGE:503617	0.178	-0.919	-1.436	1.11	1.461	-0.177	2.052	2.184	-1.712	0.724	1.207	2.114	1.571	1.374	-0.881	-0.477	-0.414	0.379	-1.279	2.97	-0.774	-2.61	-0.408	-0.368
IMAGE:266102	-0.155	-0.367	0.001	1.021	0.033	0.552	0		-0.191	0.426	-0.361	0.952	0.243		0.515	0.865	0.021	-0.258	0.025	-0.113	-1.15	-1.261	-1.024	-1.208
IMAGE:753104	0.257	-0.107	0.563	-1.437	3.324	0.11	-0.559		-0.114	-0.892	0.411	0.327	-0.666	0.208	-0.449	0.803	0.177	-0.006	1.531	-0.44	0	-0.003	0.509	-0.096
IMAGE:148469	0.554	-0.067	-0.531	0.41	1.201	-0.767	0.498	0.724	-1.331	-0.068	-0.209	0.868	-0.746	-0.03	-0.533	0.463	0.031	-0.91	-1.006	0.798	2.268	1.869	-0.237	0.113
IMAGE:51865	0.53	1.172	0.147	-0.906	0.725	-0.08	-0.793		-0.301	-0.815	-0.951	0	-0.087	-0.462	-0.208	0.06	0.19	1.135	-0.724	0.275	0.642	3.905	-0.069	0.68
IMAGE:788641	0.251	0.91	0.004	0.311	-0.357	-0.261	0.468	1.171	-0.27	-0.638	0.626	0.751	0.611	0.365	-0.227	0.367	-1.062	0.026	-0.226	-0.231	-1.034	-0.569	-0.004	-0.187
IMAGE:813490	-0.3	0.139	-1.059	0.104	0.091	-0.81	-0.349	0.316	-0.537			0.239	-0.29	-1.242	0.994	0.27	-0.346	0.062	0.282	-0.141		1.11	0	-0.006
IMAGE:503051	2.097	0.25	0.308	-0.251	0.69	-0.33				0	0.23	-0.736	-0.243	-0.404	-0.129	0.312	0.135	-0.613	-0.193	-0.216	1.295	-0.33	2.621	2.055
IMAGE:263084			-0.564	0.572	0.743	-1.038	0.524		-1.399	-1.352	0.704	-0.038	-0.345	-0.36	0.192	0.148	0.15	-0.72	-0.585		0.064	0.03	-0.03	0.137
IMAGE:126341		-0.063	-0.711		1.948	-0.228	0.458		-0.946	-0.536	0	-0.136	0.056	-0.45	0.569	0.275	0.555		-0.41	0.381	1.86	2.084	-0.188	0
IMAGE:194965	0.811		-0.52	0.34	1.313	0.389	0.969		-0.679	-0.083	-0.405	0.118	0.433	-1.142	-0.023	0.504	0.414	-0.191	-0.945	1.497	-0.058	-0.604	0.024	-0.263
IMAGE:23903	0.251	-0.199	-0.427	0.539	-0.461	0.021		-0.022	0.385	0.578	-0.375	0.383	0.55	-0.681	-1.068		0.068	0.602	0.625	0.146	-0.882	-1.047	-1.144	-0.889
IMAGE:145284	0.518	0.658	0.195	0	-0.26	0.214		-0.638	0.305	0.069	1.14		0.339	1.142	-0.158		-0.198	-0.104	0.801	-0.187	-1.046	-1.274	-0.127	-0.207
IMAGE:133136	-0.458	-0.221	-0.189	0.44	-0.22	-0.272	-0.349	-0.005	-0.373	0.448		1.044	-0.614		0.16	0.078	0.061	0.269	0.004	0.311	-1.304	-1.407	0.12	0.298
IMAGE:66322	1.178	0.071	-0.504	0.02	0.952	0.034	1.457	0.705	-0.685	-0.06	0.277	-1.042	0.141	-0.784	-0.019	0.59	0.431	-0.446	-0.991	1.01	-0.12	-1.824	-0.071	-0.12
IMAGE:141726	0.866	1.14	0.3	-0.8	0	-0.649	-0.078		0.25	0.093	-1.062	-0.199	-0.504	0.674	-0.52	-0.77	-0.641	-0.012	-0.005	0.142	0.172	0.307	2.257	2.114
IMAGE:221172	0.141	-0.795		0.535	0.496	0.711	0.939		-0.885	0.028	-0.304	-1.531	0.142	-0.924	-0.046	0.629	0.634	-0.289	0.071	1.237	-1.128	-1.558	-0.028	-0.25
IMAGE:418193	0.084	0.241	0.066	-1.097	0.856	-1.046	-0.517	0.376	-0.638	-0.576	-0.784	2.114	-0.221	0.699	-0.249	-0.334	-0.384	0.61	1.113	-0.449	0.803	1.293	0.378	-0.066
IMAGE:320392	-0.043		0.226	-0.636	1.275	0.01	-1.151		0.773	-0.103	0	-1.207	0.353	-0.129	0.047	0.006	-0.609	0.457		-0.182	-0.829	-1.749	0.137	0.381
IMAGE:40026	0.371	1.09	-0.129	0.225	-0.614	0.141	-0.371	0.042	0.52	-0.228	-0.377	-0.459	0.316	1.027	-0.364	0.75	0.262	-0.012	-0.11	-0.162	-1.447	-2.564	0.503	0.011
IMAGE:781505	0.02		-0.412	-0.041	-1.139	-0.817		0.561	0.241	0.202	0.299	0.138	-0.6	-0.176	0.026	0.558	-0.839	0.024	0.09	-0.101	-1.587	-2.89	0.106	-0.02
IMAGE:138304	-0.01	-0.16	0.53	-0.162	0.023	0.321	0.072	-0.114	-0.329	-0.483	0.443	0.337	0.206	1.276	0.027	0.586	-0.219	0.028	-0.151	0.01	-1.05	-1.688	-0.635	-0.295
IMAGE:159608	-0.044	0.343	0.088	-0.814	0.5	0.285	0.009	1.082	0.968	-0.009	-0.31	1.826	2.632	-0.016	-0.801	-0.291	0.037	0.705	0.181	-0.582	-1.069	-1.5	-0.138	-0.02
IMAGE:471855	0.353	0.319	-0.306	0.066	1.405	-0.846	-0.991	1.113	-1.198	-1.022	-0.814	2.275	0	0.735		-0.082	-1.985	0.668	2.533	-0.129	-0.368	-1.912	1.743	1.965
IMAGE:503819	-0.291	-0.353	0		0.317		-0.229	-0.233	-1.766		-0.647	0.717	-0.331	0.617	-0.226	0.121	0.643	0.229	-0.364	-0.024	1.532	0.307	1.125	0.61
IMAGE:752802	0.056	0.137	-0.057	-0.407	1.37		-0.351			-0.758		0.472	-0.693	0.258	-0.469	-0.136	-0.086	-0.135	-0.358	0.431	1.19	1.063	0.442	0.905
IMAGE:490361	0.032	0.579	-0.499	0.208	-0.282	-0.238	-0.477	0.118	0.068	0.613	-0.563	0.448	-0.303	1.091	-0.624	0.454	0	-0.024	-1.423	-0.026		-0.269	1.002	0.676
IMAGE:79726	-0.177	0.275	0.671	-0.395	1.13	0.349	-0.202	-0.238	-0.913	-0.164	-0.095	0.178	-0.327	-0.176	-0.455	0.671	0.095	-0.673	-0.633	0.298	2.215	1.479	0.546	0.64
IMAGE:755599	0.893	-0.08	-0.255	-0.366	1.366	-0.503	0.657	0.657	-0.793	0.08	-0.439	-0.283	-0.321	-1.058	-0.34	0.138	0.332	-0.607	-1.186	1.543	3.024	1.047	0.341	0.487
IMAGE:27277	0.158	0.579	0	-1.125	0.015	-0.487	-0.044	1.081			-0.199	-0.542	-1.13	-0.048	-0.226	0.133		-0.537	0.156	-0.038	0.454	0.043	1.305	1.445
IMAGE:138601	-0.518	0.182	-0.151	-0.293	0.395				-1.083	0.144	-0.344	0.506	-0.709	-0.149	-0.054		-0.671	0.053	-0.389	0.103	2.676	2.512	0.84	0.848
IMAGE:415122	0.541	-0.155	-0.284	-0.018		0.397	1.039	0.133		-0.634	0.017	-0.481	-0.016	-1.438	0.406	0.546	0.733	-0.35	-1.088	0.772	-0.666	-1.466	0.049	0.027
IMAGE:206565	-1.208	0.025	0.295	1.648	-0.383	1.123	0.144	0.304	-0.203	2.566	2.321	1.033	-0.038	-0.582	1.599	1.492	-0.044	-0.026	0.504	-0.031	-0.888	-0.975	-1.055	-0.458
IMAGE:768497	-2.299	-1.848	-0.915	0.197	0.25	-0.312	-0.035		-2.226	2.066	-0.947	2.499	0.539	0	-0.439	-0.944	1.152	0.52	0.091	1.719	-1.327	-0.948	0.219	0.703
IMAGE:626773	-0.647	-0.057	0.177	0.147	-1.361	-0.056	-1.165		0.483	0.272	0.732	-1.904	1.1	0.601	0.386	0	0.005	0.569	0.905	-0.384	-1.834	-2.798	-0.173	-0.727
IMAGE:731308	-0.397	0.238	-0.299	0.124		0.121	0.248	-0.025	0.095	0	0.257	-1.73	0.27	0.496	-0.398	-0.273	0.5	0.303	0.818	-0.488	-1.981	-3.153	-0.097	-0.23
IMAGE:195960	0.025	-0.196	-0.8	0.726			0.139	0.02	-0.032	1.073	-0.338	0.025	-0.018	0.166	0.036	0.496	0.153	-0.237	-0.075	0.018	-1.653	-3.303	-0.583	-0.346
IMAGE:785910	0.221	1.098	0.623	-0.169	-1.246	0.055		-0.458	0.779	-0.009	0.866	-2.005	0.879	0.628	-0.226	0.063	-0.064	0.433	1.227	-0.411	-1.788	-1.951	0	-0.342
IMAGE:1655729	0.211	0.241	-1.143	-0.578	0.589	-0.515	-0.247	-0.748	-1.29	0.005		-0.273	0.059	-1.446	0.02	0.564	0.209	-0.732	-1.341	0.387	0	0.167	0.316	-0.26
IMAGE:795831	-0.102	0.208	0.109	-0.047	-0.554	0.742	0.412		0.859			-1.147	0.854	0.904	-0.202		0.048	0.404	0.356	-0.054	-1.401	-1.793	-0.125	-0.144
IMAGE:289125	-0.062	-0.418	0.121	0.468	-0.032	0.684	0.54	0.104	0.214	-0.394	0.833	-1.003	-0.036	-0.617	0.37	-0.204	0.427	0.581	0.606	0.032	-1.8	-1.853	-0.177	-0.364
IMAGE:182288	0.657	1.195	0.177	-0.638	0.611	-0.237	-0.15	-0.414	-1.199	0.851	0.301	-0.717	-0.295	-0.727	0.114	1.18	-0.113	-1.066	-0.697	-0.424	0.707	0.193	1.503	1.552
IMAGE:74223	0.338	-0.245	-0.714	0.239	0.593	-1.631	-0.793		-0.151	1.274	0.258	0.651	-0.756	-1.46	-0.574		0.518	-0.463	-0.115	0.116	0.711	-0.785	0.166	0.612
IMAGE:489631	1.226		-0.339	-0.687	0.13		0.104	0.694		-0.545		1.29	-1.046	0.596	-0.08	-0.714	-0.617	1.621	1.746	-0.144	0.972	0.081	-0.994	-0.216
IMAGE:610362	-0.719	-0.216	0.047	-0.062	0.013	-1.579	-1.177	0.191	0.601	-0.349	0.517	0.223	-0.104	1.728	-0.511		-0.166	0	-0.216	0.118	-0.331	0.239	0.77	0.874
IMAGE:121218	-0.204		0.695	-0.492			-0.17	1.164	-0.86	-0.032	-0.766	-0.141	-0.011	0.13	0.163	0.197		-0.229	0.359	0.066	1.277	6.176	-1.37	0.012
IMAGE:460114	1.023	0.862	0.235	-0.477		0.553	0.766		0.685	-0.337	-0.102		0.366	-0.637	-0.493	-0.33	0	0.362	0.519	0.188	-1.243	-1.95	-0.255	-0.168
IMAGE:120106	0.025	-0.011	-0.165	0.443	0.251	-0.128	1.346	0.631	-0.821	-0.237	-0.092	-0.465	0.121	0.468	-0.141	0.653	-0.403	0.012	-0.414	1.073	1.412	0.204	-0.102	-0.022
IMAGE:810801	0.531	0.533	-0.221	-0.489	1.224	-0.384	0.136	0.757	-0.15	0.015	-0.108	-0.143	-0.384	-0.329	-0.255	0.271	-0.167	-0.059	-0.016	0.243	2.008	1.176	0.879	0.918
IMAGE:266146	0.294	-0.127	0.151	-0.246	0	-0.228		0.527		-0.612	0.789	0.603	-0.569	-0.107	-0.271		-1.054	0.097	-0.268	0.109	-0.19	0.094	1.883	1.364
IMAGE:810787	0.139	-0.137	-0.259	0.135	0.611	-1.155	0.501	-0.67	-0.219	-1.163	0.046	0.244	-0.382	0.088	-0.139	-0.046	-1.054	-0.335	-0.196	0.319	0.467	1.184	0.291	0.247
IMAGE:214441	-0.43	-0.461	0.494	0.469	-0.771	-0.482	-0.088	0.368	0.508	-2.232	0.836	-1.432	0.868		0.789	2.554	-0.889	0	-0.293	-0.327	0.436	-1.411	1.095	0.96
IMAGE:797055	0.903	-0.127		0.235	-0.161	-1.26	-0.32	1.101	-0.552	0.018	0.434	0.557	-0.087	0.16	0.149	0	-0.74	-0.511	-0.176	0.077	1.091	0.752	-0.289	-0.422
IMAGE:488370	0	-0.363	-0.889	-0.615	1.018	-0.634	0.724	-0.047	-0.806	-1.033	-0.29	2.335	-0.88		0.26	0.576	-1.117	0.592	2.234	-0.198	0.717	0.03	0.588	0.789
IMAGE:781089	-0.136	-0.142	-0.586	-0.326	-0.195	-1.107	-0.149	0.147	0.467	-0.055	-0.341	0.292	-0.078	2.218	0.005	0.369	0.328	0.026	-0.289	0.494	-0.006	1.048	1.386	1.106
IMAGE:50503	0.136	-0.257	-0.739	0.57	0.482	-0.132	0.065	0.513	-0.387	0.634	-0.177	0.146	-0.559	-1.403	-0.043	0.664	0.124	-1.021	-1.182	0.45	-0.462	-2.442	0.204	0.043
IMAGE:130892		0.044		0.073	-0.375	1.154	-0.183		0.346	-0.426	-0.299	-0.447	1.044	0.987	1.638	1.385	0.74		-0.002	-0.565	-0.493	0.003	-0.263	-0.474
IMAGE:261163		-0.231	-0.153	-0.836	0.181	-0.488		1.051	-1.26	-0.116	0.568	0.294	-0.04	0.157	0.259	-0.527	-0.143	-0.383	0.282	0.02	1.472	0.609	-0.021	0.37
IMAGE:186664	-0.214	0.035	-0.125	0.308	1.058	0.429	-0.171		0.359	-0.118	-0.054	1.469	-0.318	0.978	1.172		0.818	0.473	0.102	-0.051	-0.036	-0.817	-0.207	-0.173
IMAGE:897641	0.056		0	0.463	-0.174	-1.292	-0.72	-0.257	0.11	-1.315	1.11	0.414	0.229	0.243	-0.239	-1.823	-0.126	-0.252	-1.058	-0.32	1.187	0.405	0.27	0.073
IMAGE:283139		-0.008	0.28		0.009	0.981	-0.955		1.004	-1.177		0.962	1.053	-0.158	1.112	-0.297	1.151	0.789	0.359	-0.209	-0.858	-1.251	-0.276	-0.564
IMAGE:297895	0.511	-0.166	-0.143	0.208	1.202	0.047		0.169	-0.503	-0.196	-0.009	0	-0.849	-0.965	-0.436	0.114	-0.7	-0.564	-0.773	0.521	2.336	2.22	0.309	0.236
IMAGE:815539	-0.843	-0.056	-0.937	-0.119	-1.935	0.127	-0.897	-0.554	0.595			0.705	-0.104	1.622	0.079	1.239	0.532		0.288	0	-2.952	-4.774	0.461	0.443
IMAGE:951327	-0.702	0.044	-0.469	0.983	-1.054	0.138	0.237	-0.375	-0.44	1.326	-0.266	1.312	-0.334	0.304	0.653	0.444	1.25	-0.045	-0.206	-0.61	-0.902	-1.468	0.143	0.206
IMAGE:73306	0.188	0.166	-0.414	-0.52	0.239	0.037	-0.185	-0.262		-0.147		0.218	-0.106	-0.246	0	-0.616	-0.079		1.01	0.541	2.425	5.691	0.392	-0.553
IMAGE:591994	0	0.35	0.02	-0.247	0.087	0.335	-0.39		-0.56	0.394	-0.746	-1.088	-0.577	0.327	0.088	0.159	0.133	-0.54	-0.086	-0.157	-0.126	-0.581	1.347	1.228
IMAGE:595637	-0.027	-0.387	0	-0.618	-0.066	-0.623	-0.074	0.639	0.216	0.732	0.28	0.956	0.026	-0.554	0.35	1.29	0.373	0.321		0.617	-1.056	-2.58	-0.365	-0.324
IMAGE:72426	1.03	0.853	-0.69	0.329	0.368	-0.611	0.247		1.01		0.415	0.03	-0.253	-0.684	-0.369	-0.637	-1.092	0.055	0.132	-0.088	0.057	-0.113	-0.217	-0.029
IMAGE:503064		-0.987	0.263	-0.357	1.004	-0.704	0.055			0.537	0.083	-0.133	0.005	-0.887	1.018	0.866	0.016	-0.35	-1.166	-0.079	0.569	-0.291	-0.603	0
IMAGE:122063	0.436	-0.257	-0.521	0.316		-0.159		0.36	-0.602	1.86	-0.438		-0.113	-0.064	0.13	-0.187	0.195	1.51	1.329	0.653	0.432	0	-0.408	-0.027
IMAGE:234150	0.003	-0.004	-0.185	0.975	-0.421	-0.331	0.478	0.035	0.779	-1.161	0.803	-0.645	0.221	0.004	0.064	0.226	-1.006	-0.015	0.497	0.337	-1.472	-1.848	-0.236	-0.454
IMAGE:512417	0	0.277	-0.865	0.022	-0.8	0.419	-0.543		0.046	0.023	-0.181	-0.633	-0.261	1.116	-0.523	-0.55	0.272	-0.219	1.113	0.421	-2.17	-2.219	0.613	1.066
IMAGE:205445	-0.031	-0.026	-0.678	-0.391	0.454	-0.601	-0.472		-0.541	1.475	-1.119	-1.115	-0.271	-0.52	0.456	0.722	0.357		0.204	0.027	0.098	2.314	0.86	0.47
IMAGE:797042	0.394	0.491	-0.124	-0.216	-0.266	-1.006	0.406	0.444	1.24	-0.225	0.295	-0.731	0.389	0.125	-0.163	0.199	-0.745	0.437	0.785	0.211	-1.017	-1.557	-0.599	-0.253
IMAGE:510521	-0.109	0.447	0.15	-0.13	-0.876	0.046	-0.296	-0.026	0.565	0.183	0.43	-1.105	0.378	0.292	-0.09	0.383	0.239	0.026	0.39	-0.132	-1.457	-2.265	-0.234	-0.264
IMAGE:428292	0.013	-0.183	0.214	0.649	-0.742	0.119	0.436	-0.789	0.665	0.276	0.247	-1.648	0.062	-0.309	-0.013	-0.535	0.127	0.173	0.651	-0.316	-1.419	-1.235	-0.79	-0.533
IMAGE:727251	0.868	0.226	0.081	-1.376	0	-0.596		0.695	-1.592	-1.185	0.123	0.11	0.331	-0.279	-0.821	0.286	-1.236	-0.787	-1.421	-0.739	-0.416	0.599	1.582	1.71
IMAGE:294397	0.315	0.737	-0.397		-0.306	-0.186	-0.505		0.784	0.224	1.425	-2.092	1.171	0	1.143	1.253	0.714		1.512	-0.06	-0.257	-1	-0.096	-0.233
IMAGE:489600	-0.705	-1.047	-0.565	1.306	-0.931	0.263	0.285	-0.216		2.03	-0.465	0.681	-0.564	0.522	0.037	0.814	0.671	-0.448	0.396	0	-0.757	-1.503	0.138	-0.799
IMAGE:502067	-0.39	-0.153	0.006	-0.172		1.003	0.043		-0.443	-0.005		0.073	0.302	1.039	0.283	0.832	-0.035		0.09	0.086	-0.47	-1.927	-0.343	-0.657
IMAGE:124474	0.226	0.281	-0.195	0.128	-0.982	0.629	0.166		0.499		-1.012	-2.461	0.282	0.013	-0.154	-0.161	0.272	-0.013	0.23	0.03	-2.991	-3.205	-0.274	-0.786
IMAGE:810724	1.165	0.566	0.079	-0.315	1.535	-0.799	-0.364	0.231	-0.451	-0.437	-0.28	-0.597	-0.537	0.009	-0.073	1.088	0.195	-0.086	0.697	-0.026	0.285	0.207	0.347	-0.009
IMAGE:503234	0.47	-0.183	-0.118	0.088	1.261	0.151	-0.108		-0.463	-0.513	-1.604	-0.869	-0.591	-0.762	-0.485	0	0.272	-0.248	0.303	0.135	2.825	2.817	0.86	0.3
IMAGE:784140	0	-0.384	0.19	-0.537	-0.757	0.878	0.243	-0.383	1.288	0.875	-0.114	-0.435	0.312	0.501	0.198	0.963	0.418	-0.115		0.225	-1.186	-1.722	-0.59	-0.153
IMAGE:1049330	-0.473	0.446	-0.077	-0.157	0.599	-0.146			-1.852	0.107	-0.153	0.233	-0.425	0.074	-0.211		0.253	-0.082		-0.074	1.268	1.105	0.391	0.615
IMAGE:133130	-0.169	-0.81	-0.572	0.395	0.356	-0.367	0.165		-1.074		1.352	0.274	0.047	-0.298	0.453	-0.139	-1.699	0.294	-0.046	0.358	0.41	0.447	-0.061	-0.223
IMAGE:795456	0	-0.233	-0.502	1.533	-0.084	-0.074	-1.155		-0.165	0.477	0.073	0.414	-0.4		0.071	-0.629	0.576		1.312	0.532	0.578	0.294	-0.161	-0.29
IMAGE:472008	0.174	-0.451	-1.547	-0.686			0.225		-1.32	-0.398	-0.443	0.058	-1.046	0.02	-0.081	-0.179	0.145	-0.731	0	0.669	0.489	0.631	0.402	0.731
IMAGE:162479	0.988	0.805	-0.651	-0.183	1.305	-1.527	-0.599		0.445	-1.983	0.797	-0.987	-0.042	1.237	0	1.076	-0.098	-0.507	-0.715	0.549	1.135	-0.701	0.737	1.172
IMAGE:531957	-0.017	0.281	0.039	-0.069		-0.6	-0.587	0.463	1.13	-0.06	-0.522	-0.479	-0.298	1.209	0.06	0.683	0	0.31	-0.15	0.335	-0.876	-1.915	0.302	0.155
IMAGE:742143	-0.137	-0.114	-0.482	0.89	0.449	0.176	1.494	0.405	-0.017	-0.185	0.104	-1.169	0.376	-0.951	0.017	0.884	0.343	-0.429	-0.314	0.592	-0.386	-1.333	0.38	-0.056
IMAGE:247089	0.266		0.108	-0.57	0.463	0.229	0.143	-0.331	0.087	0.272		-0.567	-0.906	-0.365	-0.128	0.493	0.069	-0.324	-0.327	-0.069	1.235	1.069	-0.89	-1.113
IMAGE:282564	0	-0.196	-0.178	-1.17	-0.525	-1.134	-1.575	0.771	1.204	-0.942	-1.104	1.315	2.731	3.008	1.419	2.364	1.86	-0.24		0.301	-0.104	0.05	0.347	-0.528
IMAGE:295650	0.546	1.078	0.546	0.633	-0.385	-0.829	-0.278	-0.915	0.535	1.031	0.746	-0.364	-0.039	0	1.397	1.283	-0.556	0.065		-0.027	-1.173	-2.037	0.213	-0.135
IMAGE:231675	-0.383	0.071	-0.318	-0.25	-0.022	-0.184	-0.21	0.863	0	0.021	0.425	1.009	0.536	0.044	0.108		0.413	-0.335	0.248	0.501	-1.844	-2.345	-0.257	-0.051
IMAGE:742125	0.05	0.001	-1.259	-0.165	0.63	-0.535	-0.16	0.18	-1.376	0.015	0	0.226	-0.944	0.183	-0.091		0.31		0.43	-0.018	-0.124	-1.095	0.033	0.255
IMAGE:281521	-0.076	-0.281	0.191	0.504	-0.178	-0.755	-0.188	-0.103	-1.135	-1.651	0.893	0.076	-0.359	0.656	0.277	1.062	0.138	-0.274	-1.06	-0.289	2.06	0.709	0.783	1.17
IMAGE:1601209	-0.321		0.514	1.103	-0.001	-0.53	0.97	1.951	0.07	-0.171	-0.213	-0.089	0.471	0.367	-0.384		1.195	-0.005	0.078	-0.626	-0.329	0.732	-0.125	0.002
IMAGE:309893	0.495	-0.153	0.018	-0.8	2.695	-0.949	-0.946	-0.321	-0.451	-0.452	0.579	0.03	0.289	0.01	0.462	-0.471	-0.821	-0.152	2.021	-0.286	1.179	1.571	0.771	-0.011
IMAGE:788555	0.062	-0.1	-0.63	0.188		-0.452	0.089	0.162	0.178	-0.228		-1.056	0	0.523	-0.359	0.362	0.61		0.512	0.108	-1.486	-2.004	-0.441	-0.299
IMAGE:813756	0.453	0.846	-0.289	0.424	-0.79	0.105	-0.04	0.946	-0.174	0.319	0.04	-1.024	0.272	-0.504	-0.502	0.972	-0.421	0.16	0.317	0.332	-1.191	-1.53	-0.433	-0.389
IMAGE:141495	0.102	-1.207	-0.776	-0.002	0.116	0.145	0.164		-1.317	-0.977	0.961	-0.161	0.005	-0.552	0.226		-1.25	-0.247	0.344	-0.041	0.002	-0.332	2.128	1.662
IMAGE:825648	-0.264	-0.43	0.384	-0.073	-1.143	-0.209	-0.05	-0.337	0.296	0.414	0.225	0.285	1.32	0.05	-0.945	0.432	0.296	0.054	-0.756	-0.825	-1.337	-3.351	1.894	1.249
IMAGE:229365	0.04	-0.041	0.116	0.969	-1.124	0.722	0.273	0.725	1.213	0.697	-0.159	-0.157	1.113	-0.092	-0.331	-0.459	0.243	-0.145	0.313	0.065	-2.816	-4.549	-0.177	-0.913
IMAGE:785703	-0.31	-0.423	0.083	-0.372			-0.451	-0.551	-0.021	0.802	0.717	-2.014	0.588	-1.572	0.071	0.29	0.847	0.08	0.546	0.021	-0.345	-1.465	0.391	-0.948
IMAGE:753301	-0.102	0.181	-0.272	0.015	0.374	-0.598		1.397	-0.201	-0.15	0.034	-0.453	1.724	-0.562	0.103	-0.31	-0.132	-0.62	-1.196	0	0.304	1.179	0.689	0.804
IMAGE:428067	0	0.685	0.011	-0.232	-0.641	-0.64	-0.161		0.159	-0.662	0.685	-1.09	-0.067	0.394	0.313	-0.365	0.232	-0.029	1.087	-0.226	0.001	0.286	1.23	-0.199
IMAGE:136449	-0.101	0.063	-0.239	0	1.097	-0.028	-0.064	-0.713	-0.876	0.039	-0.243	0.079	-0.03	-0.185	0.222		0.077	-0.231	0.652	0.021	2.368	1.301	-0.242	0.105
IMAGE:815526	-0.354				-0.898	0.243	-1.255	-0.536	0.315	-1.67		-0.472	0.057	1.191	-0.058	0.121	0.276	-0.139	-0.46	-0.738	0.091	0.572	1.272	0.173
IMAGE:136169	-0.004	-0.052	0.43	-0.734	1.165		-0.656		0.064	-0.552	1.158	-0.004	-0.264	0.952	0.522		0.943	0	-0.224	0.676	-0.713	-1.46	0.401	0.086
IMAGE:345839	0.195	0.526	0.292	0.075	-1.025	0.614	-0.089	-1.539	0.758	-0.042	-0.437	-3.48	0.811	0.622	-0.188	0.012	0.144	0.525	1.172	-0.455	-1.942	-2.709	-0.012	-0.254
IMAGE:342008		-0.257		0.055	0.849	0.414	-0.54			-0.373	-0.471	-0.358	-0.329	-0.203	1.382	-1.269	-0.278	0.247	0.826	-0.056	3.731	1.909	6.347	6.358
IMAGE:491644	-0.092			0.935	0.77	-0.612	-0.919		-0.984	-0.22	0.221	-2.414	-1.244	-1.708	0.092	-0.589	1.559		-1.255	0.311	2.407	0.468	1.909	1.936
IMAGE:342399	-0.223		-0.225	-0.695	1.446	0.293	-0.05	0.4	-0.829	-0.315	0.108	0.141	-0.232	-0.82	-0.183		0.601	-0.542	-0.813	0.049	1.531	1.183	0.517	0.777
IMAGE:281870	0.128	0.391	0.513	-0.583	-0.504		0.378		-1.456	0.955	-0.072		0.073	-0.237	0.419	-0.576	1.189	0.573	0.107		-0.843	-1.206	-1.721	-0.097
IMAGE:364302	0.24	1.046	-0.219	-0.716	-0.477			0.437	0.027	-0.285	0.141	0.064	0.41	0	-0.503	-0.674	-0.415	-0.344	-0.933	-0.763		1.486	1.613	1.684
IMAGE:594684	0.356	-0.042	0.097	-0.133	0.043		-0.117		-1.253		-0.274	0.058	0.444	-0.615	0.413		-0.703	-0.183	-0.111	-0.103	0.412	0.341	1.322	1.315
IMAGE:131887	0.308	-0.194	-0.055	-0.058	0.97		0.05	0.281	-0.249	-0.857	-0.155	0.093	-0.449	-1.111	0.863	0.775	0.384	-0.738	-0.385		2.102	1.57	-0.051	0.284
IMAGE:121981	0.082	0.001	0.144	-0.757	0.373	-0.425	0.349	0.551	-0.51	-0.639	-0.292	-1.474	-0.002	-1.259	0.415	0.666	0.111	-0.55	0.724	-0.043	0.012	1.08	-0.001	-0.086
IMAGE:277476	0	-1.34	-0.826	0.798	0.966	-0.011	1.272	0.441	-1.145	0.736	0.14		0.552	-0.719	-0.929	0.345	0.681	-0.789	-2.171	1.562	-0.32	0.341	-0.774	-0.461
IMAGE:207550	0.21	0.32	0.949	-0.27		-0.235	-0.426	0.391	1.03	0.078	-0.553	-0.993	-0.111	1.16	0.085	1.163		0.325	-0.146	-0.409	-0.078	-0.1	-0.079	0.297
IMAGE:243784	-0.258	-1.131	-0.468	1.401	-0.816	1.166	-0.605		-0.079	2.282	-0.311	0.208	0.869	0.436	1.436	1.041	0.238	0.164	-0.212	0	-0.334	0.107	-0.332	-0.081
IMAGE:415204		-0.05	-0.126	0.237	-1.028	0.603	0.107	-0.013		0.348	0.054	-0.555	0.434	-0.619	0.477	0.262	-0.28	1.044	0.684	-0.668	-1.942	-1.775	0.014	-0.809
IMAGE:796366	-1.242		-0.405	1.02	-0.153	0.405				0.627	-1.007	1.324	0.202	-2.167	0.788	1.349	1.741	1.185	-1.15	0.154	-1.48	-1.939	-0.78	-0.88
